Scheme name	Locus tag	Description
wgMLST	O3M_RS27145 (-)	phage tail protein
wgMLST	O3M_RS27150 (-)	phage minor tail protein L
wgMLST	O3M_RS27155 (-)	minor tail fiber protein M
wgMLST	O3M_RS27210 (-)	hypothetical protein
wgMLST	O3M_RS27215 (-)	putative fimbriae assembly chaparone
wgMLST	O3M_RS27220 (fimD)	outer membrane usher protein
wgMLST	O3M_RS27225 (-)	adhesin biosynthesis protein AfaD
wgMLST	O3M_RS27230 (-)	AAF/I fimbrial subunit
wgMLST	O3M_RS27260 (-)	transposase
wgMLST	O3M_RS27275 (-)	transposase
wgMLST	O3M_RS27295 (-)	hypothetical protein
wgMLST	O3M_RS27300 (-)	hypothetical protein
wgMLST	O3M_RS27360 (-)	ydjO
wgMLST	O3M_RS27370 (-)	hypothetical protein
wgMLST	O3M_RS27635 (-)	"replication domain protein, partial"
wgMLST	O3M_RS27670 (-)	hypothetical protein
wgMLST	O3M_RS27720 (-)	hypothetical protein
wgMLST	O96-HN_00746 (-)	hypothetical protein
wgMLST	O96-HN_00747 (-)	Uncharacterised protein
wgMLST	O96-HN_00748 (-)	Uncharacterised protein
wgMLST	O96-HN_01860 (-)	hypothetical protein
wgMLST	O96-HN_01861 (-)	hypothetical protein
wgMLST	O96-HN_02062 (-)	hypothetical protein
wgMLST	O96-HN_02063 (-)	hypothetical protein
wgMLST	O96-HN_02064 (-)	hypothetical protein
wgMLST	O96-HN_03653 (-)	hypothetical protein
wgMLST	O96-HN_03657 (-)	hypothetical protein
wgMLST	P12B_RS01250 (fliB)	lysine-N-methylase
wgMLST	P12B_RS01255 (flgN)	flagella synthesis protein FlgN
wgMLST	P12B_RS01265 (-)	flagella basal body P-ring formation protein FlgA
wgMLST	P12B_RS01325 (-)	Lateral flagellar hook associated protein
wgMLST	P12B_RS01510 (degP)	serine protease Do
wgMLST	P12B_RS01515 (htpX)	heat shock protein HtpX
wgMLST	P12B_RS01520 (-)	phosphate-starvation-inducible E family protein
wgMLST	P12B_RS01525 (kefB)	glutathione-regulated potassium-efflux system protein KefB
wgMLST	P12B_RS01530 (-)	thiol reductase thioredoxin
wgMLST	P12B_RS01535 (-)	hypothetical protein
wgMLST	P12B_RS01540 (-)	membrane protein
wgMLST	P12B_RS01545 (-)	yfdX family protein
wgMLST	P12B_RS01550 (-)	YfdX protein
wgMLST	P12B_RS01555 (-)	heat-shock protein Hsp20
wgMLST	P12B_RS01560 (-)	cell division protein FtsH
wgMLST	P12B_RS01565 (-)	phospholipase
wgMLST	P12B_RS01570 (clpC)	ATP-dependent Clp protease ATP-binding subunit ClpC
wgMLST	P12B_RS01575 (-)	heat-shock protein Hsp20
wgMLST	P12B_RS01580 (-)	DNA-binding protein
wgMLST	P12B_RS01585 (-)	hypothetical protein
wgMLST	P12B_RS01590 (-)	transposase
wgMLST	P12B_RS04000 (-)	putative uDP-N-acetylglucosamine acyltransferase
wgMLST	P12B_RS04005 (-)	putative outer membrane lipoprotein SlyB
wgMLST	P12B_RS05620 (-)	transposase
wgMLST	P12B_RS05915 (-)	excisionase
wgMLST	P12B_RS05930 (-)	phage protein
wgMLST	P12B_RS05935 (-)	hypothetical protein
wgMLST	P12B_RS05940 (-)	hypothetical protein
wgMLST	P12B_RS05945 (-)	hypothetical protein
wgMLST	P12B_RS05980 (recT)	recombination protein RecT
wgMLST	P12B_RS05990 (-)	hypothetical protein
wgMLST	P12B_RS06015 (-)	hypothetical protein
wgMLST	P12B_RS06025 (-)	hypothetical protein
wgMLST	P12B_RS06425 (-)	helicase
wgMLST	P12B_RS06430 (-)	transposase
wgMLST	P12B_RS06435 (-)	uvrD/REP helicase N-terminal domain protein
wgMLST	P12B_RS06470 (-)	helicase
wgMLST	P12B_RS07580 (-)	DDE endonuclease
wgMLST	P12B_RS08665 (-)	hypothetical protein
wgMLST	P12B_RS08670 (-)	hypothetical protein
wgMLST	P12B_RS08675 (-)	"IS1294, transposase"
wgMLST	P12B_RS08705 (-)	hypothetical protein
wgMLST	P12B_RS08710 (-)	nuclease
wgMLST	P12B_RS08715 (-)	putative phage integrase
wgMLST	P12B_RS08720 (-)	integrase
wgMLST	P12B_RS08725 (-)	hypothetical protein
wgMLST	P12B_RS08730 (-)	hypothetical protein
wgMLST	P12B_RS08735 (-)	transcriptional regulator
wgMLST	P12B_RS08740 (-)	hypothetical protein
wgMLST	P12B_RS08745 (-)	DNA polymerase III subunit epsilon
wgMLST	P12B_RS08750 (-)	hypothetical protein
wgMLST	P12B_RS08755 (thiF)	sulfur carrier protein ThiS adenylyltransferase
wgMLST	P12B_RS08775 (-)	3-oxoacyl-ACP reductase
wgMLST	P12B_RS08825 (-)	hypothetical protein
wgMLST	P12B_RS08830 (-)	hypothetical protein
wgMLST	P12B_RS08855 (-)	DNA-directed RNA polymerase sigma-70 factor
wgMLST	P12B_RS08860 (radD)	DNA repair protein RadD
wgMLST	P12B_RS08865 (-)	phage integrase
wgMLST	P12B_RS08870 (-)	integrase
wgMLST	P12B_RS08890 (-)	hypothetical protein
wgMLST	P12B_RS08895 (-)	hypothetical protein
wgMLST	P12B_RS10135 (-)	"DNA invertase, resolvase, site-specific recombinase Pin"
wgMLST	P12B_RS10180 (-)	bacterial SH3 domain protein
wgMLST	P12B_RS10185 (-)	hypothetical protein
wgMLST	P12B_RS10190 (-)	bacteriophage protein
wgMLST	P12B_RS10195 (-)	bacteriophage protein
wgMLST	P12B_RS10200 (-)	bacteriophage protein
wgMLST	P12B_RS10205 (-)	lytic transglycosylase catalytic
wgMLST	P12B_RS10280 (-)	phage protein
wgMLST	P12B_RS10285 (-)	hypothetical protein
wgMLST	P12B_RS10300 (-)	lysozyme
wgMLST	P12B_RS10315 (-)	putative sb49
wgMLST	P12B_RS10320 (-)	crossover junction endodeoxyribonuclease RuvA
wgMLST	P12B_RS10325 (-)	Protein of uncharacterised function (DUF1364)
wgMLST	P12B_RS10330 (-)	NinB protein
wgMLST	P12B_RS10350 (-)	hypothetical protein
wgMLST	P12B_RS10355 (-)	phage-like protein
wgMLST	P12B_RS10370 (-)	nucleoside 2-deoxyribosyltransferase
wgMLST	P12B_RS10380 (-)	replication of DNA
wgMLST	P12B_RS10390 (-)	repressor
wgMLST	P12B_RS10395 (-)	regulatory protein cI
wgMLST	P12B_RS10405 (-)	Protein of uncharacterised function (DUF1482)
wgMLST	P12B_RS10410 (-)	hypothetical protein
wgMLST	P12B_RS10420 (-)	hypothetical protein
wgMLST	P12B_RS10425 (exoX)	exodeoxyribonuclease X
wgMLST	P12B_RS10430 (-)	ATP-binding protein
wgMLST	P12B_RS10435 (-)	hypothetical protein
wgMLST	P12B_RS10445 (-)	DNA methylase
wgMLST	P12B_RS11830 (-)	"putative membrane protein, partial"
wgMLST	P12B_RS11840 (-)	Wzx
wgMLST	P12B_RS13535 (-)	hypothetical protein
wgMLST	P12B_RS13620 (-)	hypothetical protein
wgMLST	P12B_RS13625 (-)	prophage protein
wgMLST	P12B_RS13645 (-)	transcriptional regulator
wgMLST	P12B_RS15065 (-)	hypothetical protein
wgMLST	P12B_RS15115 (-)	putative tail fiber protein
wgMLST	P12B_RS15220 (-)	hypothetical protein
wgMLST	P12B_RS15275 (-)	Rha family transcriptional regulator
wgMLST	P12B_RS15280 (-)	phage repressor protein cI
wgMLST	P12B_RS15295 (-)	hypothetical protein
wgMLST	P12B_RS15305 (-)	hypothetical protein
wgMLST	P12B_RS15310 (-)	hypothetical protein
wgMLST	P12B_RS15315 (-)	GTP-binding protein
wgMLST	P12B_RS15345 (-)	hypothetical protein
wgMLST	P12B_RS15350 (-)	hypothetical protein
wgMLST	P12B_RS15355 (-)	hypothetical protein
wgMLST	P12B_RS17605 (-)	antigen 43 beta chain
wgMLST	P12B_RS17645 (-)	hypothetical protein
wgMLST	P12B_RS17650 (-)	haloacid dehalogenase
wgMLST	P12B_RS17685 (-)	hypothetical protein
wgMLST	P12B_RS17690 (fic)	cell filamentation protein
wgMLST	P12B_RS23115 (-)	DNA methyltransferase
wgMLST	P12B_RS23125 (-)	Hypothetical cytosolic protein
wgMLST	P12B_RS24545 (hsdR)	"type I restriction enzyme, R subunit"
wgMLST	P12B_RS24955 (-)	hypothetical protein
wgMLST	P423_RS14855 (-)	hypothetical protein
wgMLST	P423_RS15125 (-)	hypothetical protein
wgMLST	P423_RS15135 (-)	AAA family ATPase
wgMLST	P423_RS15140 (-)	DNA methyltransferase
wgMLST	P423_RS17350 (-)	transferase
wgMLST	P423_RS25890 (-)	hypothetical protein
wgMLST	P423_RS25895 (-)	hypothetical protein
wgMLST	P423_RS25920 (-)	conjugal transfer protein TraI
wgMLST	P423_RS25925 (-)	conjugal transfer relaxosome component TraJ
wgMLST	P423_RS25930 (-)	traK domain protein
wgMLST	P423_RS25935 (-)	conjugal transfer protein TraL
wgMLST	P423_RS25940 (-)	conjugal transfer protein TraM
wgMLST	P423_RS25950 (-)	traN-like protein
wgMLST	P423_RS25955 (-)	TraO
wgMLST	P423_RS25965 (-)	"addiction module antidote protein, HigA family"
wgMLST	P423_RS25970 (parB)	"chromosome partitioning protein, ParB family"
wgMLST	P423_RS25975 (parA)	chromosome partitioning protein
wgMLST	P423_RS25980 (-)	transcriptional regulator
wgMLST	P423_RS25985 (-)	klaC
wgMLST	P423_RS25990 (-)	plasmid maintenance protein
wgMLST	P423_RS25995 (-)	toxic anion resistance family protein
wgMLST	P423_RS26000 (-)	hypothetical protein
wgMLST	P423_RS26005 (-)	hypothetical protein
wgMLST	P423_RS26010 (-)	hypothetical protein
wgMLST	P423_RS26015 (-)	KleE protein
wgMLST	P423_RS26020 (-)	transcriptional regulator
wgMLST	P423_RS26025 (-)	protein klcB
wgMLST	P423_RS26030 (-)	antirestriction protein
wgMLST	P423_RS26035 (-)	hypothetical protein
wgMLST	P423_RS26040 (-)	hypothetical protein
wgMLST	P423_RS26045 (-)	hypothetical protein
wgMLST	P423_RS26050 (-)	antirestriction protein ArdR
wgMLST	P423_RS26055 (-)	transcriptional regulator
wgMLST	P423_RS26060 (higA)	proteic killer suppression protein
wgMLST	P423_RS26065 (-)	trfA family protein
wgMLST	P423_RS26070 (ssb)	single-strand DNA-binding protein
wgMLST	P423_RS26075 (-)	transcriptional regulator
wgMLST	P423_RS26080 (-)	P-type conjugative transfer ATPase TrbB
wgMLST	P423_RS26085 (-)	conjugal transfer protein TrbC
wgMLST	P423_RS26090 (-)	conjugal transfer protein TrbD
wgMLST	P423_RS26095 (virB4)	type IV secretion system protein VirB4
wgMLST	P423_RS26100 (-)	conjugal transfer protein TrbF
wgMLST	P423_RS26105 (-)	conjugal transfer protein TrbG
wgMLST	P423_RS26110 (-)	conjugal transfer protein TrbH
wgMLST	P423_RS26115 (-)	conjugal transfer protein TrbI
wgMLST	P423_RS26125 (-)	entry exclusion lipoprotein TrbK
wgMLST	P423_RS26130 (trbL)	type IV secretion system protein TrbL
wgMLST	P423_RS26135 (-)	putative lipoprotein
wgMLST	P423_RS26140 (-)	TrbN
wgMLST	P423_RS26145 (-)	conjugal transfer protein TraX
wgMLST	P423_RS26155 (-)	transcriptional regulator
wgMLST	P423_RS26160 (-)	hypothetical protein
wgMLST	P423_RS26165 (-)	hypothetical protein
wgMLST	P423_RS26170 (-)	hypothetical protein
wgMLST	P423_RS26175 (-)	nuclease
wgMLST	P423_RS26180 (-)	membrane protein
wgMLST	P423_RS26185 (-)	hypothetical protein
wgMLST	P423_RS26190 (-)	resolvase
wgMLST	P423_RS26195 (-)	hypothetical protein
wgMLST	P423_RS26200 (-)	hypothetical protein
wgMLST	P423_RS26205 (-)	hypothetical protein
wgMLST	P423_RS26210 (-)	hypothetical protein
wgMLST	P423_RS26215 (-)	hypothetical protein
wgMLST	P423_RS26220 (-)	hypothetical protein
wgMLST	P423_RS26225 (-)	hypothetical protein
wgMLST	P423_RS26230 (-)	hypothetical protein
wgMLST	P423_RS26235 (-)	membrane protein
wgMLST	P423_RS26240 (-)	hypothetical protein
wgMLST	P423_RS26245 (-)	hypothetical protein
wgMLST	P423_RS26250 (-)	hypothetical protein
wgMLST	P423_RS26255 (-)	hypothetical protein
wgMLST	P423_RS26260 (-)	conjugal transfer protein TraB
wgMLST	P423_RS26265 (-)	DNA primase
wgMLST	P423_RS26270 (-)	conjugal transfer protein TraD
wgMLST	P423_RS26275 (topB)	DNA topoisomerase III
wgMLST	P423_RS26280 (-)	hypothetical protein
wgMLST	P423_RS26285 (-)	hypothetical protein
wgMLST	P423_RS26290 (-)	conjugal transfer protein TraF
wgMLST	P423_RS26820 (-)	transposase
wgMLST	P423_RS26830 (ugpB)	sn-glycerol 3-phosphate transport system substrate-binding protein
wgMLST	P423_RS26835 (ugpC)	sn-glycerol 3-phosphate transport system ATP-binding protein
wgMLST	P423_RS26840 (-)	phosphodiesterase
wgMLST	P423_RS26845 (-)	ABC transporter permease
wgMLST	P423_RS26850 (ugpA)	sn-glycerol 3-phosphate transport system permease protein
wgMLST	P423_RS26860 (-)	putative cytoplasmic protein
wgMLST	P423_RS26865 (-)	dihydrodipicolinate synthase family protein
wgMLST	P423_RS26870 (-)	reactive intermediate/imine deaminase
wgMLST	PCN061_RS01535 (-)	tail fiber domain protein
wgMLST	PCN061_RS01555 (-)	hypothetical protein
wgMLST	PCN061_RS01560 (-)	hypothetical protein
wgMLST	PCN061_RS01565 (parA)	chromosome partitioning protein
wgMLST	PCN061_RS01640 (-)	hypothetical protein
wgMLST	PCN061_RS07560 (-)	hypothetical protein
wgMLST	PCN061_RS07565 (-)	hypothetical protein
wgMLST	PCN061_RS10340 (dam)	DNA adenine methylase
wgMLST	PCN061_RS10345 (-)	Orf33
wgMLST	PCN061_RS10370 (-)	hypothetical protein
wgMLST	PCN061_RS10375 (-)	chromosome partitioning protein ParB
wgMLST	PCN061_RS10380 (-)	integrase
wgMLST	PCN061_RS10815 (-)	polysaccharide biosynthesis protein
wgMLST	PCN061_RS10820 (-)	hypothetical protein
wgMLST	PCN061_RS10825 (-)	glycosyl transferase
wgMLST	PCN061_RS10830 (rfbG)	rhamnosyltransferase
wgMLST	PCN061_RS10835 (-)	hypothetical protein
wgMLST	PCN061_RS10840 (rfbF)	rhamnosyltransferase
wgMLST	PCN061_RS10845 (wbyK)	mannosyltransferase
wgMLST	PCN061_RS10850 (rfbP)	undecaprenyl-phosphate galactose phosphotransferase
wgMLST	PCN061_RS15895 (-)	lac repressor
wgMLST	PCN061_RS15900 (-)	maltoporin
wgMLST	PCN061_RS15905 (ptsG)	"PTS system, glucose-specific IIB component"
wgMLST	PCN061_RS15910 (bgaB)	beta-galactosidase
wgMLST	PCN061_RS15915 (-)	galactosidase
wgMLST	PCN061_RS15920 (ganQ)	arabinogalactan oligomer / maltooligosaccharide transport system permease protein
wgMLST	PCN061_RS15930 (cycB)	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
wgMLST	PCN061_RS15935 (-)	hypothetical protein
wgMLST	PCN061_RS15940 (malK)	multiple sugar transport system ATP-binding protein
wgMLST	PCN061_RS15950 (-)	putative RNA-directed DNA polymerase (Reverse transcriptase) (fragment)
wgMLST	PCN061_RS15955 (-)	group II intron reverse transcriptase/maturase
wgMLST	PCN061_RS15980 (-)	tRNA-dihydrouridine synthase
wgMLST	PCN061_RS18985 (-)	hypothetical protein
wgMLST	PCN061_RS19010 (-)	fructokinase
wgMLST	PCN061_RS19015 (-)	haloacid dehalogenase
wgMLST	PCN061_RS19020 (-)	nicotinic acetylcholine receptor subunit beta
wgMLST	PCN061_RS19025 (-)	prophage protein
wgMLST	PCN061_RS19035 (-)	single-stranded DNA-binding protein
wgMLST	PCN061_RS19045 (-)	hypothetical protein
wgMLST	PCN061_RS23160 (-)	hypothetical protein
wgMLST	PCN061_RS23165 (-)	hypothetical protein
wgMLST	PCN061_RS23175 (-)	hypothetical protein
wgMLST	PCN061_RS23180 (-)	hypothetical protein
wgMLST	PCN061_RS23195 (-)	macrophage stimulating factor
wgMLST	PCN061_RS23230 (-)	putative membrane protein
wgMLST	PCN061_RS23235 (-)	PbsX family transcriptional regulator
wgMLST	PCN061_RS23240 (-)	hypothetical protein
wgMLST	PCN061_RS23245 (-)	hypothetical protein
wgMLST	PCN061_RS23250 (mazF)	mRNA interferase MazF
wgMLST	PCN061_RS23255 (hha)	haemolysin expression modulating protein
wgMLST	PCN061_RS23270 (-)	hypothetical protein
wgMLST	PCN061_RS23275 (-)	KikA
wgMLST	PCN061_RS23280 (-)	hypothetical protein
wgMLST	PCN061_RS23290 (-)	Bores hole in peptidoglycan layer allowing type IV secretion complex assembly to occur (VirB1)
wgMLST	PCN061_RS23295 (-)	hypothetical protein
wgMLST	PCN061_RS23300 (-)	conjugal transfer protein TraM
wgMLST	PCN061_RS23305 (-)	"type IV secretory pathway, VirB3 component"
wgMLST	PCN061_RS23320 (-)	hypothetical protein
wgMLST	PCN061_RS23325 (virB6)	type IV secretion system protein VirB6
wgMLST	PCN061_RS23330 (virB8)	type IV secretion system protein VirB8
wgMLST	PCN061_RS23335 (-)	P-type conjugative transfer protein VirB9
wgMLST	PCN061_RS23340 (virB10)	type IV secretion system protein VirB10
wgMLST	PCN061_RS23350 (-)	endonuclease
wgMLST	PCN061_RS23355 (-)	N-acyltransferase
wgMLST	PCN061_RS23365 (-)	hypothetical protein
wgMLST	PCN061_RS23375 (-)	conjugal transfer protein TraJ
wgMLST	PCN061_RS23380 (-)	conjugal transfer protein TraK
wgMLST	PCN061_RS23390 (-)	StdB
wgMLST	PCN061_RS23395 (-)	StbC
wgMLST	PCN061_RS23400 (-)	zinc metalloprotease
wgMLST	PCN061_RS23405 (-)	hypothetical protein
wgMLST	PCN061_RS23410 (-)	hypothetical protein
wgMLST	PCN061_RS23415 (-)	hypothetical protein
wgMLST	PCN061_RS23420 (-)	hypothetical protein
wgMLST	PCN061_RS23425 (-)	hypothetical protein
wgMLST	PCN061_RS23430 (-)	transcriptional regulator
wgMLST	PCN061_RS23440 (-)	protein of unknown function DUF932
wgMLST	PCN061_RS23445 (-)	hypothetical protein
wgMLST	PCN061_RS23450 (-)	CcgD protein
wgMLST	PCN061_RS23455 (-)	Uncharacterized ACR%2C COG1430
wgMLST	PCN061_RS23475 (-)	resolvase
wgMLST	PCN061_RS23770 (-)	putative ydgA
wgMLST	PCN061_RS23835 (-)	hypothetical protein
wgMLST	PCN061_RS24100 (-)	helix-turn-helix-type transcriptional regulator
wgMLST	PCN061_RS24105 (uraH)	5-hydroxyisourate hydrolase
wgMLST	PCN061_RS24110 (-)	membrane protein
wgMLST	PCN061_RS24115 (-)	DNA recombination protein RecF
wgMLST	PCN061_RS24135 (-)	glutathione synthase
wgMLST	PCN061_RS24305 (-)	hypothetical protein
wgMLST	PCN061_RS24385 (-)	transposase
wgMLST	PCN061_RS24405 (-)	cyclic diguanylate phosphodiesterase
wgMLST	PCN061_RS24410 (-)	fimbriae stability-associated protein
wgMLST	PCN061_RS24415 (-)	fimbrial adhesin protein precursor
wgMLST	PCN061_RS24420 (fimD)	outer membrane usher protein
wgMLST	PCN061_RS24425 (-)	molecular chaperone
wgMLST	PCN061_RS24430 (fimA)	major type 1 subunit fimbrin (pilin)
wgMLST	PCN061_RS24490 (-)	CopG family transcriptional regulator
wgMLST	PCN061_RS24495 (-)	DNA partition complex ParG
wgMLST	PCN061_RS24500 (parA)	chromosome partitioning protein
wgMLST	PCN061_RS24540 (-)	5-methylcytosine-specific restriction related enzyme
wgMLST	PCN061_RS24545 (-)	EstP
wgMLST	PCN061_RS24565 (-)	integrase
wgMLST	PCN061_RS24635 (-)	alkaline phosphatase
wgMLST	PCN061_RS24690 (-)	hybrid sensor histidine kinase/response regulator
wgMLST	PCN061_RS24695 (-)	oxidoreductase
wgMLST	PCN061_RS24700 (-)	hypothetical protein
wgMLST	PCN061_RS24705 (-)	histidine kinase
wgMLST	PCN061_RS24710 (-)	hypothetical protein
wgMLST	PCN061_RS24715 (-)	hypothetical protein
wgMLST	PCN061_RS24720 (-)	transglycosylase
wgMLST	PCN061_RS24725 (-)	conjugal transfer protein TrbC
wgMLST	PCN061_RS24735 (virB5)	type IV secretion system protein VirB5
wgMLST	PCN061_RS24740 (-)	entry exclusion protein
wgMLST	PCN061_RS24745 (virB6)	type IV secretion system protein VirB6
wgMLST	PCN061_RS24750 (-)	conjugal transfer protein
wgMLST	PCN061_RS24755 (-)	membrane protein
wgMLST	PCN061_RS24760 (-)	P-type conjugative transfer protein VirB9
wgMLST	PCN061_RS24770 (virB11)	type IV secretion system protein VirB11
wgMLST	PCN061_RS24775 (-)	hypothetical protein
wgMLST	PCN061_RS24780 (-)	conjugal transfer TrbM-like protein
wgMLST	PCN061_RS24785 (-)	hypothetical protein
wgMLST	PCN061_RS24790 (-)	hypothetical protein
wgMLST	PCN061_RS24800 (-)	DNA-binding protein
wgMLST	PCN061_RS24810 (-)	molybdopterin-guanine dinucleotide biosynthesis protein MobC
wgMLST	PCN061_RS24815 (-)	endonuclease
wgMLST	PCN061_RS24820 (-)	hypothetical protein
wgMLST	PCN061_RS24835 (umuD)	DNA polymerase V
wgMLST	PCN061_RS24845 (-)	plasmid stabilization protein
wgMLST	PCN061_RS24850 (-)	Sch_150
wgMLST	PCN061_RS24895 (-)	hypothetical protein
wgMLST	PCN061_RS24910 (-)	hypothetical protein
wgMLST	PhiV10p04 (-)	hypothetical protein
wgMLST	PhiV10p21 (-)	putative integral membrane protein
wgMLST	PhiV10p27 (-)	membrane protein
wgMLST	PhiV10p29 (-)	endolysin
wgMLST	PhiV10p30 (-)	endopeptidase
wgMLST	PhiV10p35 (-)	putative integral membrane protein
wgMLST	PhiV10p37 (recE)	exodeoxyribonuclease VIII
wgMLST	PhiV10p39 (-)	hypothetical protein
wgMLST	PhiV10p43 (-)	putative primosomal protein
wgMLST	PhiV10p45 (-)	hypothetical protein
wgMLST	PI30_gp13 (-)	phage transcriptional regulator
wgMLST	PI30_gp20 (-)	hypothetical protein
wgMLST	PI30_gp21 (-)	hypothetical protein
wgMLST	PI30_gp23 (-)	DUF891 domain-containing protein
wgMLST	PI30_gp24 (-)	hypothetical protein
wgMLST	PI30_gp36 (-)	hypothetical protein
wgMLST	PI30_gp44 (-)	hypothetical protein
wgMLST	PI30_gp57 (-)	phage tail fiber adhesin Gp38 family protein
wgMLST	PI30_gp59 (-)	hypothetical protein
wgMLST	pO157p02 (gspC)	general secretion pathway protein C
wgMLST	pO157p03 (gspD)	general secretion pathway protein D
wgMLST	pO157p04 (-)	etpE
wgMLST	pO157p05 (gspF)	general secretion pathway protein F
wgMLST	pO157p06 (gspG)	general secretion pathway protein G
wgMLST	pO157p07 (gspH)	general secretion pathway protein H
wgMLST	pO157p09 (gspJ)	general secretion pathway protein J
wgMLST	pO157p10 (gspK)	general secretion pathway protein K
wgMLST	pO157p11 (gspL)	general secretion pathway protein L
wgMLST	pO157p12 (gspM)	general secretion pathway protein M
wgMLST	pO157p13 (gspO)	general secretion pathway protein O
wgMLST	pO157p14 (gspS)	general secretion pathway protein S
wgMLST	pO157p16 (-)	transposase
wgMLST	pO157p17 (cyaC)	cytolysin-activating lysine-acyltransferase
wgMLST	pO157p18 (hlyA)	hemolysin A
wgMLST	pO157p19 (-)	peptidase C39
wgMLST	pO157p20 (hlyD)	hemolysin D
wgMLST	pO157p22 (-)	site-specific recombinase
wgMLST	pO157p24 (-)	repFIB replication protein A
wgMLST	pO157p26 (-)	hypothetical protein
wgMLST	pO157p27 (-)	KfrAs
wgMLST	pO157p30 (-)	resolvase
wgMLST	pO157p33 (parA)	chromosome partitioning protein
wgMLST	pO157p34 (parB)	"chromosome partitioning protein, ParB family"
wgMLST	pO157p35 (-)	group II intron reverse transcriptase/maturase
wgMLST	pO157p36 (-)	conserved hypothetical protein
wgMLST	pO157p38 (-)	site-specific DNA-methyltransferase (adenine-specific)
wgMLST	pO157p39 (-)	Protein of uncharacterised function (DUF1380)
wgMLST	pO157p40 (-)	50S ribosomal subunit protein L25
wgMLST	pO157p43 (-)	adenine DNA methylase
wgMLST	pO157p46 (-)	hydrolase
wgMLST	pO157p47 (-)	ribosomal RNA adenine dimethylase
wgMLST	pO157p48 (-)	hypothetical protein
wgMLST	pO157p50 (parB)	"chromosome partitioning protein, ParB family"
wgMLST	pO157p51 (-)	recombinase
wgMLST	pO157p52 (-)	plasmid SOS inhibition protein A
wgMLST	pO157p54 (-)	relaxase NikB
wgMLST	pO157p55 (-)	cell envelope integrity/translocation protein TolA
wgMLST	pO157p57 (-)	transposase
wgMLST	pO157p58 (-)	toxin B
wgMLST	pO157p62 (-)	conjugal transfer protein TraX
wgMLST	pO157p63 (-)	dienelactone hydrolase
wgMLST	pO157p64 (-)	conjugal transfer protein
wgMLST	pO157p65 (-)	endonuclease
wgMLST	pO157p68 (-)	incFII family plasmid replication initiator RepA
wgMLST	pO157p74 (-)	putative transposase
wgMLST	pO157p78 (esp)	serine protease autotransporter
wgMLST	pO157p79 (-)	polysaccharide deacetylase
wgMLST	pO157p80 (-)	glycosyl transferase
wgMLST	pOSAK1_03 (-)	mRNA endoribonuclease LsoA
wgMLST	PPECC33_RS06310 (-)	leucine Rich repeat-containing domain protein
wgMLST	PPECC33_RS08095 (dhcR)	"LysR family transcriptional regulator, carnitine catabolism transcriptional activator"
wgMLST	PPECC33_RS08630 (-)	hypothetical protein
wgMLST	PPECC33_RS08635 (-)	putative prophage protein
wgMLST	PPECC33_RS09120 (-)	replication protein
wgMLST	PPECC33_RS09125 (-)	hypothetical protein
wgMLST	PPECC33_RS09130 (-)	hypothetical protein
wgMLST	PPECC33_RS09135 (-)	hypothetical protein
wgMLST	PPECC33_RS09140 (-)	hypothetical protein
wgMLST	PPECC33_RS09145 (-)	hypothetical protein
wgMLST	PPECC33_RS09150 (-)	hypothetical protein
wgMLST	PPECC33_RS09155 (-)	hypothetical protein
wgMLST	PPECC33_RS09160 (ner)	Ner family transcriptional regulator
wgMLST	PPECC33_RS09165 (-)	AAA ATPase
wgMLST	PPECC33_RS09170 (-)	hypothetical protein
wgMLST	PPECC33_RS09175 (-)	integrase family protein
wgMLST	PPECC33_RS10045 (-)	transposase
wgMLST	PPECC33_RS10765 (-)	hypothetical protein
wgMLST	PPECC33_RS10970 (-)	glycosyl transferase family 1
wgMLST	PPECC33_RS10975 (-)	UDP-glucose 4-epimerase GalE
wgMLST	PPECC33_RS10980 (-)	glycosyl transferase family 1
wgMLST	PPECC33_RS10985 (-)	Wzy
wgMLST	PPECC33_RS10990 (-)	glycosyl transferase
wgMLST	PPECC33_RS10995 (-)	teichoic acid transporter
wgMLST	PPECC33_RS11305 (-)	hypothetical protein
wgMLST	PPECC33_RS11315 (-)	resolvase
wgMLST	PPECC33_RS11335 (-)	integrase
wgMLST	PPECC33_RS13295 (-)	hypothetical protein
wgMLST	PPECC33_RS13300 (-)	hypothetical protein
wgMLST	PPECC33_RS13400 (-)	hypothetical protein
wgMLST	PPECC33_RS13435 (-)	hypothetical protein
wgMLST	PPECC33_RS14050 (-)	hypothetical protein
wgMLST	PPECC33_RS14065 (-)	protein dhr
wgMLST	PPECC33_RS14075 (-)	DksA/TraR C4-type
wgMLST	PPECC33_RS14090 (-)	hypothetical protein
wgMLST	PPECC33_RS14095 (-)	hypothetical protein
wgMLST	PPECC33_RS14115 (-)	phage capsid protein
wgMLST	PPECC33_RS14135 (-)	primosomal protein
wgMLST	PPECC33_RS14160 (-)	hypothetical protein
wgMLST	PPECC33_RS15475 (-)	hypothetical protein
wgMLST	PPECC33_RS15490 (-)	hypothetical protein
wgMLST	PPECC33_RS16275 (-)	hypothetical protein
wgMLST	PPECC33_RS16280 (-)	capsular biosynthesis protein
wgMLST	PPECC33_RS16285 (-)	capsular biosynthesis protein
wgMLST	PPECC33_RS16290 (-)	hypothetical protein
